Gene,log2FC,p.val,p.adj
Gene155,-0.08499533616050596,0.40693855201378865,0.9379969019168218
Gene156,0.021650163702163612,0.8362203509033326,0.9877768777849314
Gene157,-0.029087578880515302,0.9414731281867061,0.9877768777849314
Gene158,-0.13058410981014437,0.5265889560940301,0.9379969019168218
Gene159,0.14043370473291306,0.522263972501883,0.9379969019168218
Gene16,0.00633595678399963,0.9501535426494162,0.9877768777849314
Gene160,-1.678726336986363,2.686297064346732e-5,7.675134469562092e-4
Gene161,0.28480145667166384,0.09390016269915939,0.6707154478511386
Gene162,-0.06252833747097698,0.5377624108253547,0.9379969019168218
Gene163,-0.17317379332066055,0.1020122008335029,0.6800813388900194
Gene164,-0.1746213961070689,0.22301157305700242,0.8775142989170843
Gene165,-0.04248333132151355,0.6433397594874397,0.9379969019168218
Gene166,-0.21365761135883934,0.15739650544895353,0.8284026602576502
Gene167,0.13726107436849053,0.06026259730285493,0.5520515481289174
Gene168,-0.10265813136373886,0.528636483697136,0.9379969019168218
Gene169,0.07594885323329842,0.6255023062395366,0.9379969019168218
Gene17,-0.019787172377791096,0.848528493333944,0.9877768777849314
Gene170,0.1174059543928854,0.23274491610283876,0.8775142989170843
Gene171,-0.10602194957499908,0.4126407901556539,0.9379969019168218
Gene172,0.05544179003696328,0.6778081455294389,0.9564140913859481
Gene173,0.08215910483094087,0.4904207164821395,0.9379969019168218
Gene174,-0.10795098018720613,0.46650577594930354,0.9379969019168218
Gene175,0.0025808504930792636,0.9249814441057697,0.9877768777849314
Gene176,-0.003979850912545053,0.9329283487173303,0.9877768777849314
Gene177,-0.047079282128488185,0.551059774098348,0.9379969019168218
Gene178,0.016769977335235574,0.7879239353552445,0.9877768777849314
Gene179,-0.09691814327577976,0.306382856792173,0.8983681145689288
Gene18,-0.029835229540763116,0.9982281744229742,0.9982281744229742
Gene180,-1.551205125472757,1.0299871172352662e-5,3.433290390784221e-4
Gene181,0.020213220889508735,0.9068104844876026,0.9877768777849314
Gene182,0.04092090089084654,0.6330995089766422,0.9379969019168218
Gene183,-0.03246200795718589,0.8108374550799227,0.9877768777849314
Gene184,0.11094414311643629,0.2843224235275114,0.8775142989170843
Gene185,-0.0052998565433743285,0.9550562655742989,0.9877768777849314
Gene186,0.009769981181304135,0.9711580847257855,0.9877768777849314
Gene187,-0.04715942543629989,0.5652333925339319,0.9379969019168218
Gene188,-0.028811642329435064,0.7682227684651002,0.9877768777849314
Gene189,0.03251281351849042,0.8730731994609096,0.9877768777849314
Gene19,0.02606229658619589,0.7535167326474279,0.9877768777849314
Gene190,-0.16349873228287934,0.2352236791248434,0.8775142989170843
Gene191,-0.257681171339587,0.027384034872065526,0.32216511614194737
Gene192,-0.21028455236530913,0.2021728364849406,0.8775142989170843
Gene193,-0.09709868810508122,0.26810560238547865,0.8775142989170843
Gene194,-0.1984848818498481,0.19591227763237315,0.8775142989170843
Gene195,-0.10102992023124477,0.5627201880734547,0.9379969019168218
Gene196,0.10080064078749214,0.4896401832399443,0.9379969019168218
Gene197,0.022834498916837562,0.7853971787533863,0.9877768777849314
Gene198,-0.16182969740709519,0.24416766514612506,0.8775142989170843
Gene199,-0.023535514460789112,0.7705078657983615,0.9877768777849314
Gene2,-0.08959743649479532,0.43533996983066414,0.9379969019168218
Gene20,1.6600968307819355,9.27174008561545e-6,3.433290390784221e-4
Gene200,-1.4123162880837141,4.089226773164725e-5,0.0010223066932911814
Gene21,-0.04169574643577289,0.6012356535110329,0.9379969019168218
Gene22,0.0389941316158638,0.5915355835164453,0.9379969019168218
Gene23,-0.11261640994168796,0.1997882946264927,0.8775142989170843
Gene24,-0.06731720648870235,0.640342092841026,0.9379969019168218
Gene25,-0.42033179894835704,9.333756177054895e-5,0.001866751235410979
Gene26,0.13185487492284548,0.19587109204830747,0.8775142989170843
Gene27,-0.10915136304292447,0.2206337334061316,0.8775142989170843
Gene28,0.004517501023410206,0.9858077798170597,0.9941823454792099
Gene29,0.05711697079836086,0.32840446134514306,0.9122346148476196
Gene3,-0.023052874636207726,0.8251799272903937,0.9877768777849314
Gene30,0.12408620834751566,0.30993699952628045,0.8983681145689288
Gene31,0.14392621678783618,0.07996760591745215,0.5923526364255715
Gene32,-0.07144586037427365,0.5118565647513207,0.9379969019168218
Gene33,0.0582849452845958,0.4850569749258834,0.9379969019168218
Gene34,0.18873058703288023,0.006638214621799759,0.11063691036332933
Gene35,-0.10691520391651207,0.9492130263421531,0.9877768777849314
Gene36,-0.0627357553479626,0.8198774139890135,0.9877768777849314
Gene37,0.3677317845004871,0.5450976636049989,0.9379969019168218
Gene38,0.013247981438684981,0.933288207575502,0.9877768777849314
Gene39,-0.03510679837451784,0.6032495953665479,0.9379969019168218
Gene4,-0.09492199823778251,0.41116351949338736,0.9379969019168218
Gene40,1.5885275133068206,8.648803670918437e-6,3.433290390784221e-4
Gene41,0.24152001117097335,0.022532496537102903,0.2816562067137863
Gene42,0.07025994400351342,0.647217862322607,0.9379969019168218
Gene43,-0.37474479333081046,0.10887367209766177,0.694231503742015
Gene44,0.020016691226385552,0.8527631163196521,0.9877768777849314
Gene45,0.0037816405424267543,0.913269922940831,0.9877768777849314
Gene46,-0.027376438931305157,0.5693815026054667,0.9379969019168218
Gene47,-0.16757798582313607,0.17758620013355086,0.8775142989170843
Gene48,0.1187417164212199,0.3599402076968245,0.9379969019168218
Gene49,0.2686256166836141,0.07054794943003279,0.5900536012527893
Gene5,0.0702574605140481,0.4546626467669742,0.9379969019168218
Gene50,0.009337864579336276,0.8392417517019344,0.9877768777849314
Gene51,0.18359993833938887,0.10136879384312827,0.6800813388900194
Gene52,0.03305287846951112,0.8209696469629114,0.9877768777849314
Gene53,0.022809882908085926,0.7843893150631773,0.9877768777849314
Gene54,0.08961800587289162,0.42306501861915324,0.9379969019168218
Gene55,-0.10433665981473561,0.48665379962287286,0.9379969019168218
Gene56,0.13017724694022398,0.2939672901372232,0.8775142989170843
Gene57,-0.03312878152356964,0.7206675861035556,0.9877768777849314
Gene58,0.2861569638655402,0.07375670015659866,0.5900536012527893
Gene59,0.06441672849577068,0.6051703396395478,0.9379969019168218
Gene6,-0.09332458748396608,0.5591401091765664,0.9379969019168218
Gene60,1.6437122728669402,2.8951670680427957e-7,5.7903341360855914e-5
Gene61,-0.013280502256880447,0.9536595321511903,0.9877768777849314
Gene62,-0.04341906916791961,0.6451480413193806,0.9379969019168218
Gene63,0.08673732197888195,0.5566594948899362,0.9379969019168218
Gene64,0.2416607550412269,0.008516188737985098,0.12876937971855132
Gene65,-0.14690534277479145,0.009013856580298591,0.12876937971855132
Gene66,-0.05073080212092984,0.7831675753157675,0.9877768777849314
Gene67,0.050133433474643614,0.7459501257185571,0.9877768777849314
Gene68,0.04602178739897748,0.8197771837391425,0.9877768777849314
Gene69,0.10567160842455435,0.5233338926524349,0.9379969019168218
Gene7,0.027769265813600043,0.733706129462002,0.9877768777849314
Gene70,0.05766935007408801,0.5810013282415929,0.9379969019168218
Gene71,-0.3428877135230083,0.1203442648420351,0.7293591808608187
Gene72,-0.17508670655809114,0.17520756628905695,0.8775142989170843
Gene73,-0.16490692667568763,0.2884432371557408,0.8775142989170843
Gene74,-0.10196537046863222,0.34941144379079786,0.9379969019168218
Gene75,0.13136656288635132,0.2414059675091214,0.8775142989170843
Gene76,-0.03276269106775984,0.8657613034696713,0.9877768777849314
Gene77,-0.26918663281538907,0.13241069819907808,0.778886459994577
Gene78,0.12017764758965203,0.27655347275069336,0.8775142989170843
Gene79,-0.13139788911585523,0.26801893913359237,0.8775142989170843
Gene8,0.061927749143201725,0.6824621580634265,0.9564140913859481
Gene80,1.3125902303080261,0.005358138649846552,0.09742070272448276
Gene81,0.07257247338878674,0.5247491200584363,0.9379969019168218
Gene82,0.007195501404204084,0.87249603959527,0.9877768777849314
Gene83,0.02209377085061685,0.8509368871324412,0.9877768777849314
Gene84,-0.13758986355910438,0.26647110779519695,0.8775142989170843
Gene85,0.09029688326151299,0.5164790192572576,0.9379969019168218
Gene86,-0.026099717572860275,0.8041122328720083,0.9877768777849314
Gene87,-0.007009058519363239,0.9608460233630916,0.9877768777849314
Gene88,-0.38170932321277934,0.04821951237071119,0.48219512370711193
Gene89,-0.2931963763440462,0.1110770405987224,0.694231503742015
Gene9,0.1459793058172802,0.06072567029418091,0.5520515481289174
Gene90,-0.11517479732850491,0.43182119472068003,0.9379969019168218
Gene91,-0.08945887209873007,0.2645252328582626,0.8775142989170843
Gene92,0.5849625007211562,0.1570310633824504,0.8284026602576502
Gene93,0.0029900426058115316,0.939934539739641,0.9877768777849314
Gene94,0.14940871582200263,0.04006957273107352,0.44521747478970575
Gene95,-0.03836224469051135,0.5621585672391839,0.9379969019168218
Gene96,-0.0450508351155891,0.6901036919130394,0.9584773498792214
Gene97,-0.08355695831631076,0.4889684838745666,0.9379969019168218
Gene98,0.03623751789516621,0.8277358289116521,0.9877768777849314
Gene99,-0.07574536154207302,0.4647636499722525,0.9379969019168218
