Gene,log2FC,p.val,p.adj
Gene136,0.07006058343494778,0.6904761904761905,0.9725016767270288
Gene137,-0.09637606122502805,0.30952380952380953,0.7936507936507937
Gene138,-0.09227038428008218,0.17321711264470016,0.6837606837606838
Gene139,-0.2633783550643868,0.05555555555555555,0.4115226337448559
Gene14,-0.11220950358602494,0.2888443663464849,0.7936507936507937
Gene140,-1.7320389130862797,0.007936507936507936,0.11337868480725624
Gene141,0.10123852306120487,0.09523809523809523,0.5148005148005148
Gene142,0.045682815327025963,0.8412698412698413,1
Gene143,0.10440471307265016,0.5296192990034516,0.9361009361009361
Gene144,-0.052751666775340454,1,1
Gene145,-0.13350159319243857,0.20729984031374127,0.6837606837606838
Gene146,0.013175388747733167,0.9163080310833858,1
Gene147,0.1639899461251765,0.031746031746031744,0.26455026455026454
Gene148,0.0036022366801955253,1,1
Gene149,-0.07314767273381048,0.46334388256521714,0.9085174167945433
Gene15,-0.07400058144377693,0.46334388256521714,0.9085174167945433
Gene150,-1.7548875021634687,0.007936507936507936,0.11337868480725624
Gene151,0.03111053254003028,0.9163080310833858,1
Gene152,0.11945550053419192,0.42063492063492064,0.9045912271718722
Gene153,0.04394334758759717,0.46334388256521714,0.9085174167945433
Gene154,-0.026639125098371248,0.7532980334628382,1
Gene155,-0.23893873021633072,0.30952380952380953,0.7936507936507937
Gene156,-0.09864997324475125,0.5476190476190477,0.9361009361009361
Gene157,-0.11651400872642516,0.4619754310393841,0.9085174167945433
Gene158,-0.0072497390793878356,0.8325188126792755,1
Gene159,0.06538093120549815,0.6904761904761905,0.9725016767270288
Gene16,-0.06073034753318559,0.5476190476190477,0.9361009361009361
Gene160,-1.7189008784042146,0.011925233593017599,0.11357365326683427
Gene161,0.056449330418185416,0.8412698412698413,1
Gene162,0.044394119358453436,1,1
Gene163,0.006406294011928685,0.8412698412698413,1
Gene164,-0.028249476804173602,0.5476190476190477,0.9361009361009361
Gene165,0.08827749583466282,0.34574182586072705,0.8643545646518176
Gene166,0.06140054466414327,0.6004018480969686,0.9725016767270288
Gene167,0.17002997434161238,0.07491289930444597,0.4994193286963065
Gene168,-0.15877214050358626,0.2477058704918668,0.7018384185406388
Gene169,-0.11574986129127356,0.1387917384236098,0.6416751097602161
Gene17,-0.12529876961599623,0.2222222222222222,0.6837606837606838
Gene170,-1.4004343286328467,0.011925233593017599,0.11357365326683427
Gene171,0.039058959979777264,0.8412698412698413,1
Gene172,0.0594493084703192,0.5476190476190477,0.9361009361009361
Gene173,-0.0017288139167508452,1,1
Gene174,-0.041436803078644335,0.8412698412698413,1
Gene175,-0.10285881300573506,0.42063492063492064,0.9045912271718722
Gene176,-0.22281730575739234,0.17321711264470016,0.6837606837606838
Gene177,-0.13733558299648435,0.24915263858192677,0.7018384185406388
Gene178,-0.011713420563790619,1,1
Gene179,-0.12596379882855963,0.42063492063492064,0.9045912271718722
Gene18,-0.7188182474559469,0.045866161569424524,0.3669292925553962
Gene180,-1.2820353677638496,0.011925233593017599,0.11357365326683427
Gene181,-0.004160623044842022,0.9165626446795413,1
Gene182,-0.004760251920089918,1,1
Gene183,0.05299308761388444,0.5992863303677124,0.9725016767270288
Gene184,-0.20213558088984848,0.42063492063492064,0.9045912271718722
Gene185,0.007773160188577296,1,1
Gene186,-0.020946938444911696,0.6751736149271246,0.9725016767270288
Gene187,-0.10695901687613674,0.6904761904761905,0.9725016767270288
Gene188,-0.004175675971193109,1,1
Gene189,0.10309349296410342,0.4605966187047712,0.9085174167945433
Gene19,0.006821265856014275,1,1
Gene190,-1.537206546301426,0.007936507936507936,0.11337868480725624
Gene191,0.1531297588993343,0.09523809523809523,0.5148005148005148
Gene192,8.071021418274956e-4,0.8412698412698413,1
Gene193,0.21959514456889648,0.09523809523809523,0.5148005148005148
Gene194,0.07955129909675965,0.42063492063492064,0.9045912271718722
Gene195,-0.12240327508560857,0.208690443136964,0.6837606837606838
Gene196,0.0674279275202907,0.6904761904761905,0.9725016767270288
Gene197,-0.025371789708311537,0.6904761904761905,0.9725016767270288
Gene198,-0.19132170676791319,0.2948019919337048,0.7936507936507937
Gene199,0.013406658551149872,0.9165626446795413,1
Gene2,-0.10487770427668848,0.5476190476190477,0.9361009361009361
Gene20,1.6341816303231291,0.007936507936507936,0.11337868480725624
Gene200,-1.4452139735368499,0.007936507936507936,0.11337868480725624
Gene21,-0.03296740657346117,1,1
Gene22,-0.026829132832440913,0.9165626446795413,1
Gene23,0.05579783843476715,0.5476190476190477,0.9361009361009361
Gene24,0.061183516451490415,0.8325188126792755,1
Gene25,-0.02717020116547008,1,1
Gene26,-0.19413534397193236,0.09369261949324822,0.5148005148005148
Gene27,-0.014546086058449264,1,1
Gene28,-0.10431653307118734,0.11607394330990016,0.5952509913328213
Gene29,0.19722737227586945,0.05555555555555555,0.4115226337448559
Gene3,0.12558666967656076,0.24915263858192677,0.7018384185406388
Gene30,1.4655211226396405,0.007936507936507936,0.11337868480725624
Gene31,-0.12095465718582009,0.42063492063492064,0.9045912271718722
Gene32,-0.027326939178649364,1,1
Gene33,-0.07573412310487411,0.24915263858192677,0.7018384185406388
Gene34,0.20683592985935337,0.09523809523809523,0.5148005148005148
Gene35,0.15147646630253916,0.2222222222222222,0.6837606837606838
Gene36,-0.020464102559715577,1,1
Gene37,-0.19976951237577736,0.20450053332564183,0.6837606837606838
Gene38,0.14939471262081713,0.2222222222222222,0.6837606837606838
Gene39,0.051174844466863594,0.8340352297909921,1
Gene4,-0.11204086397100523,0.34574182586072705,0.8643545646518176
Gene40,1.6933801990880812,0.007936507936507936,0.11337868480725624
Gene41,-0.1800816164784837,0.40196535835673536,0.9045912271718722
Gene42,-0.08926733809708741,0.6623110029975642,0.9725016767270288
Gene43,0.1415945295788257,0.2222222222222222,0.6837606837606838
Gene44,-0.15459088793420592,0.07491289930444597,0.4994193286963065
Gene45,0.23846718419451926,0.14245669739409875,0.6416751097602161
Gene46,0.1537185455388318,0.15079365079365079,0.6416751097602161
Gene47,0.05708109520726724,0.9165626446795413,1
Gene48,-0.029479878210045756,0.9165626446795413,1
Gene49,0.20092231827708848,0.059327060946523534,0.4237647210465967
Gene5,0.12784104277106004,0.42063492063492064,0.9045912271718722
Gene50,1.6389897398720892,0.007936507936507936,0.11337868480725624
Gene51,-0.031206965465574582,1,1
Gene52,-0.10241556661316338,0.30952380952380953,0.7936507936507937
Gene53,-0.021648563304763446,0.29332557376602103,0.7936507936507937
Gene54,-0.08017034868398333,1,1
Gene55,-0.010231922610956295,1,1
Gene56,-0.005707999694780841,1,1
Gene57,0.03191344964667119,0.5476190476190477,0.9361009361009361
Gene58,-0.07340594172626069,0.6904761904761905,0.9725016767270288
Gene59,-0.09985306328729288,0.46334388256521714,0.9085174167945433
Gene6,-0.005433886050628114,0.8412698412698413,1
Gene60,1.673376617021683,0.007936507936507936,0.11337868480725624
Gene61,0.09382202235652085,0.6904761904761905,0.9725016767270288
Gene62,-0.10529382698030407,0.208690443136964,0.6837606837606838
Gene63,0.18825521787800745,0.15079365079365079,0.6416751097602161
Gene64,0.04458762684192914,0.42063492063492064,0.9045912271718722
Gene65,0.1061655572169279,0.40052536017726287,0.9045912271718722
Gene66,0.16145237978728985,0.15079365079365079,0.6416751097602161
Gene67,-0.36156785979533146,0.007936507936507936,0.11337868480725624
Gene68,-0.05596775286704575,0.6751736149271246,0.9725016767270288
Gene69,0.1331763426947176,0.208690443136964,0.6837606837606838
Gene7,0.013977777556452797,1,1
Gene70,1.5908873346782615,0.011159425282914762,0.11357365326683427
Gene71,-0.01801140798431854,0.8325188126792755,1
Gene72,-0.029675354419665723,0.7532980334628382,1
Gene73,0.231153586865406,0.031746031746031744,0.26455026455026454
Gene74,-0.12081923191887971,0.42063492063492064,0.9045912271718722
Gene75,-0.06836572058754406,0.9165626446795413,1
Gene76,-0.1573726294860378,0.031746031746031744,0.26455026455026454
Gene77,-0.0160047050029716,1,1
Gene78,-0.10087709163071595,0.42063492063492064,0.9045912271718722
Gene79,0.05694823671461297,0.8412698412698413,1
Gene8,0.09107616214384791,0.24915263858192677,0.7018384185406388
Gene80,1.4202909731561422,0.011925233593017599,0.11357365326683427
Gene81,-0.013827853855287358,0.8412698412698413,1
Gene82,0.042852490620364725,0.8412698412698413,1
Gene83,0.015106892390208387,0.6742358755985721,0.9725016767270288
Gene84,0.20315062497596748,0.6904761904761905,0.9725016767270288
Gene85,-0.15200309344504995,0.5258089534529393,0.9361009361009361
Gene86,0.01227832977843701,0.6742358755985721,0.9725016767270288
Gene87,-0.23581293709876955,0.46334388256521714,0.9085174167945433
Gene88,-0.11583632010776108,0.5476190476190477,0.9361009361009361
Gene89,-0.10632397583328825,0.8335343428655833,1
Gene9,0.04677840519298835,0.6742358755985721,0.9725016767270288
Gene90,1.6441112857069409,0.011925233593017599,0.11357365326683427
Gene91,-0.24902754783991468,0.208690443136964,0.6837606837606838
Gene92,-0.05439513956467619,0.6904761904761905,0.9725016767270288
Gene93,0.11459170862056081,0.17321711264470016,0.6837606837606838
Gene94,0.049327712363568324,0.7525671000692723,1
Gene95,-0.14961254602005591,0.2222222222222222,0.6837606837606838
Gene96,0.06848951704286137,0.6904761904761905,0.9725016767270288
Gene97,-0.1611547918145803,0.24915263858192677,0.7018384185406388
Gene98,0.05761828448467367,0.5476190476190477,0.9361009361009361
Gene99,-0.007432757506516957,1,1
